id,institution_name,country,direct_author_count,total_author_count,direct_works_count,total_works_count,direct_citations,total_citations,num_children,num_ancestors,has_parent,is_parent
https://openalex.org/I4210161460,OpenAI (United States),United States,60,60,1495,1495,282762,282762,0,0,False,False
https://openalex.org/I2803209242,University of California System,United States,2,60,57721,2346203,3709314,303092949,56,0,False,True
https://openalex.org/I97018004,Stanford University,United States,56,59,511099,594190,82342857,97491983,18,0,False,True
https://openalex.org/I19820366,Chinese Academy of Sciences,China,5,35,972587,1782583,107929084,192063098,145,0,False,True
https://openalex.org/I63966007,Massachusetts Institute of Technology,United States,32,33,337548,353337,61425425,62703018,15,0,False,True
https://openalex.org/I95457486,"University of California, Berkeley",United States,31,31,428650,428650,53300724,53300724,11,1,True,True
https://openalex.org/I1291425158,Google (United States),United States,29,31,75675,76930,11431064,13093471,7,1,True,True
https://openalex.org/I74973139,Carnegie Mellon University,United States,21,21,153999,153999,15927431,15927431,7,0,False,True
https://openalex.org/I136199984,Harvard University,United States,10,18,687679,959370,138969651,160364027,19,0,False,True
https://openalex.org/I99065089,Tsinghua University,China,18,18,362254,362254,31397384,31397384,17,0,False,True
https://openalex.org/I57206974,New York University,United States,16,17,267058,274758,25365356,25745556,6,0,False,True
https://openalex.org/I124357947,University of London,United Kingdom,2,16,90752,1020937,6572843,93807763,41,0,False,True
https://openalex.org/I1330989302,United States Department of Energy,United States,1,15,10491,1567961,926794,104066598,85,1,True,True
https://openalex.org/I1299303238,National Institutes of Health,United States,2,14,265827,463961,67314840,111588488,35,1,True,True
https://openalex.org/I4210114444,Meta (United States),United States,5,13,4004,9824,576173,2075739,2,0,False,True
https://openalex.org/I98677209,University of Edinburgh,United Kingdom,12,12,272301,272301,24724224,24724224,18,0,False,True
https://openalex.org/I76130692,Zhejiang University,China,10,10,355911,355911,27582071,27582071,15,0,False,True
https://openalex.org/I45129253,University College London,United Kingdom,10,10,559049,559049,60369480,60369480,15,1,True,True
https://openalex.org/I1290206253,Microsoft (United States),United States,2,10,33365,65516,4380123,9436724,25,0,False,True
https://openalex.org/I20089843,Princeton University,United States,9,9,206891,206891,25472398,25472398,3,0,False,True
https://openalex.org/I91136226,University of Sheffield,United Kingdom,9,9,184422,184422,15069392,15069392,3,0,False,True
https://openalex.org/I86519309,The University of Texas at Austin,United States,9,9,345269,345269,22410107,22410107,7,1,True,True
https://openalex.org/I9224756,Northeastern University,China,9,9,91237,91237,4580686,4580686,2,0,False,True
https://openalex.org/I592451,Indiana University,United States,3,9,70660,315044,2717306,25609095,14,0,False,True
https://openalex.org/I2801453606,Australian Government,Australia,1,8,3220,216879,101689,14150032,60,0,False,True
https://openalex.org/I48633490,Mass General Brigham,United States,3,8,7970,460769,765200,87099666,14,0,False,True
https://openalex.org/I98251732,McMaster University,Canada,8,8,177538,177538,17301871,17301871,2,0,False,True
https://openalex.org/I4210090411,Google DeepMind (United Kingdom),United Kingdom,8,8,2967,2967,4415290,4415290,0,1,True,False
https://openalex.org/I2252078561,Meta (Israel),Israel,8,8,5820,5820,1499566,1499566,0,1,True,False
https://openalex.org/I185261750,University of Toronto,Canada,8,8,539687,539687,55839903,55839903,5,0,False,True
https://openalex.org/I78577930,Columbia University,United States,8,8,377191,377191,44888559,44888559,3,0,False,True
https://openalex.org/I205783295,Cornell University,United States,6,8,453901,485540,51410360,53921112,13,0,False,True
https://openalex.org/I201448701,University of Washington,United States,5,7,508034,522147,89495665,90479987,12,0,False,True
https://openalex.org/I4210124779,National Aeronautics and Space Administration,United States,1,7,13846,311038,830243,24051665,80,1,True,True
https://openalex.org/I241749,University of Cambridge,United Kingdom,6,7,434012,437970,50635634,50724321,20,0,False,True
https://openalex.org/I867280407,The University of Texas Southwestern Medical Center,United States,7,7,137941,137941,19999371,19999371,3,1,True,True
https://openalex.org/I126520041,University of Science and Technology of China,China,6,7,198313,215292,21534618,24947230,7,1,True,True
https://openalex.org/I4210127390,State Council of the People's Republic of China,China,1,7,8018,155274,1152126,13336812,51,0,False,True
https://openalex.org/I87445476,Xi'an Jiaotong University,China,7,7,195348,195348,12190458,12190458,5,0,False,True
https://openalex.org/I889458895,University of Hong Kong,Hong Kong,7,7,219228,219228,20824507,20824507,2,0,False,True
https://openalex.org/I157725225,University of Illinois Urbana-Champaign,United States,7,7,321992,321992,30950076,30950076,7,1,True,True
https://openalex.org/I82880672,Beihang University,China,7,7,145211,145211,7259400,7259400,2,0,False,True
https://openalex.org/I5124864,École Polytechnique Fédérale de Lausanne,Switzerland,7,7,163991,163991,19089635,19089635,2,1,True,True
https://openalex.org/I161318765,"University of California, Los Angeles",United States,7,7,400466,400466,48871630,48871630,3,1,True,True
https://openalex.org/I122411786,California Institute of Technology,United States,4,6,238511,322233,34453755,42587721,8,0,False,True
https://openalex.org/I46247651,University of Manitoba,Canada,5,6,113351,114047,7320059,7388905,4,0,False,True
https://openalex.org/I58610484,Seattle University,United States,6,6,54560,54560,7913429,7913429,0,0,False,False
https://openalex.org/I881766915,Nanjing University,China,5,6,180192,199906,15960239,18905598,9,0,False,True
https://openalex.org/I84218800,"University of California, Davis",United States,6,6,290573,290573,27928221,27928221,2,1,True,True
https://openalex.org/I887968799,RWTH Aachen University,Germany,6,6,185023,185023,16625409,16625409,0,0,False,False
https://openalex.org/I4210164339,Oldham Council,United Kingdom,6,6,147585,147585,164968,164968,0,0,False,False
https://openalex.org/I79576946,University of Pennsylvania,United States,6,6,362672,362672,50552364,50552364,1,0,False,True
https://openalex.org/I52357470,The Ohio State University,United States,6,6,360902,360902,27415153,27415153,8,1,True,True
https://openalex.org/I2802236040,University of Colorado System,United States,1,5,47010,200208,1409567,15585588,4,0,False,True
https://openalex.org/I1292875679,Commonwealth Scientific and Industrial Research Organisation,Australia,1,5,117008,200533,8777224,13336711,36,2,True,True
