id,author_count,display_name,type,country,city,display_name_acronyms,display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,wikipedia,associated_institutions_children,children_ids,associated_institutions_parent,parent_ids
https://openalex.org/I4210161460,60,OpenAI (United States),company,United States,San Francisco,,OpenAI; OpenAI (United States),1495,282762,2.265486725663717,154,402,https://en.wikipedia.org/wiki/OpenAI,,,,
https://openalex.org/I97018004,56,Stanford University,education,United States,Stanford,SU,Leland Stanford Junior University; Stanford University; Universidad Stanford,511099,82342857,5.369854746743247,2439,635254,http://en.wikipedia.org/wiki/Stanford_University,SLAC National Accelerator Laboratory; Kavli Institute for Particle Astrophysics and Cosmology; Chan Zuckerberg Biohub San Francisco; Children's Hospital Central California; Brown Institute for Media Innovation; Stanford Synchrotron Radiation Lightsource; Center for Effective Global Action; Stanford Medicine; Max Planck Center for Visual Computing and Communication; Eterna Massive Open Laboratory; Facility for Advanced Accelerator Experimental Tests-II; Stanford SystemX Alliance,https://openalex.org/I2801935854; https://openalex.org/I4210094059; https://openalex.org/I4210100286; https://openalex.org/I4210110647; https://openalex.org/I4210111952; https://openalex.org/I4210120900; https://openalex.org/I4210135243; https://openalex.org/I4210137306; https://openalex.org/I4210143036; https://openalex.org/I4210164524; https://openalex.org/I4390039342; https://openalex.org/I4392738099,,
https://openalex.org/I63966007,32,Massachusetts Institute of Technology,education,United States,Cambridge,MIT,Instituto Tecnológico de Massachusetts; Massachusetts Institute of Technology,337548,61425425,5.96017116524029,2229,457455,http://en.wikipedia.org/wiki/Massachusetts_Institute_of_Technology,"McGovern Institute for Brain Research; Ragon Institute of MGH, MIT and Harvard; Massachusetts Space Grant Consortium; Cambridge–MIT Institute; Institute for Soldier Nanotechnologies; MIT Lincoln Laboratory; MIT Sea Grant; Athinoula A. Martinos Center for Biomedical Imaging; Novartis-MIT Center for Continuous Manufacturing; Whitehead Institute for Biomedical Research; MIT-Harvard Center for Ultracold Atoms; The NSF AI Institute for Artificial Intelligence and Fundamental Interactions; Institute for Collaborative Biotechnologies; Koch Institute for Integrative Cancer Research At MIT; MIT Computer Science and Artificial Intelligence Laboratory",https://openalex.org/I144112489; https://openalex.org/I2802422659; https://openalex.org/I4210087444; https://openalex.org/I4210093068; https://openalex.org/I4210109539; https://openalex.org/I4210122954; https://openalex.org/I4210125891; https://openalex.org/I4210127055; https://openalex.org/I4210129287; https://openalex.org/I4210157710; https://openalex.org/I4210159271; https://openalex.org/I4210160315; https://openalex.org/I4388482662; https://openalex.org/I4390039253; https://openalex.org/I4405258931,,
https://openalex.org/I95457486,31,"University of California, Berkeley",education,United States,Berkeley,UCB,"Cal Berkeley; UC Berkeley; Universidad de California en Berkeley; University of California at Berkeley; University of California, Berkeley; Université de Californie à Berkeley",428650,53300724,4.195961383536496,1822,474842,"http://en.wikipedia.org/wiki/University_of_California,_Berkeley",QB3; Chan Zuckerberg Biohub San Francisco; Innovative Genomics Institute; Tsinghua–Berkeley Shenzhen Institute; Center for Effective Global Action; Plant Gene Expression Center; Gump South Pacific Research Station; Pacific Earthquake Engineering Research Center; Space Sciences Laboratory; Institute of International Studies; CloudBank,https://openalex.org/I103922791; https://openalex.org/I4210100286; https://openalex.org/I4210109258; https://openalex.org/I4210114105; https://openalex.org/I4210135243; https://openalex.org/I4210144282; https://openalex.org/I4210144402; https://openalex.org/I4392738292; https://openalex.org/I4405256501; https://openalex.org/I4405259112; https://openalex.org/I4405259881,University of California System,https://openalex.org/I2803209242
https://openalex.org/I1291425158,29,Google (United States),company,United States,Mountain View,,Google (United States); Google Research; Googleplex,75675,11431064,20.158299953181086,1163,73619,http://en.wikipedia.org/wiki/Google,Google (Switzerland); Google (United Kingdom); Google (Israel); Google (Ireland); Google (Canada); Google (Singapore); Google (Australia),https://openalex.org/I4210100430; https://openalex.org/I4210113297; https://openalex.org/I4210117425; https://openalex.org/I4210131802; https://openalex.org/I4210148186; https://openalex.org/I4405256196; https://openalex.org/I4405261138,Alphabet (United States),https://openalex.org/I4210128969
https://openalex.org/I74973139,21,Carnegie Mellon University,education,United States,Pittsburgh,CMU,Carnegie Mellon University,153999,15927431,3.588243735828478,1124,164961,http://en.wikipedia.org/wiki/Carnegie_Mellon_University,Software Engineering Institute; Center for the Neural Basis of Cognition; Carnegie Mellon University Qatar; Carnegie Mellon University Australia; Carnegie Mellon University Africa; Advanced Cyberinfrastructure Coordination Ecosystem: Services & Support; Carnegie Mellon Portugal,https://openalex.org/I114772536; https://openalex.org/I4210086114; https://openalex.org/I4210089979; https://openalex.org/I4210091826; https://openalex.org/I4210130200; https://openalex.org/I4387152812; https://openalex.org/I4405255118,,
https://openalex.org/I99065089,18,Tsinghua University,education,China,Beijing,THU,Tsinghua University; 清华大学,362254,31397384,5.65540794951343,1139,448145,http://en.wikipedia.org/wiki/Tsinghua_University,State Key Laboratory on Integrated Optoelectronics; Tsinghua–Berkeley Shenzhen Institute; Collaborative Innovation Center of Quantum Matter; The Synergetic Innovation Center for Advanced Materials; Center for Life Sciences; State Key Laboratory of Precision Testing Technology and Instruments; State Key Laboratory of Water and Sediment Science and Water Conservancy and Hydropower Engineering; State Key Laboratory of Low-Dimensional Quantum Physics; State Key Laboratory of Microwave and Digital Communication Technology; State Key Laboratory of New Ceramics and Fine Processing; State Key Laboratory of Membrane Biology; State Key Laboratory of Automobile Safety and Energy Conservation; State Key Laboratory of Tribology; State Key Laboratory of Power System and Generation Equipment; Beijing Institute of Mathematical Sciences and Applications; International Centre for Engineering Education; Tsinghua Shenzhen International Graduate School,https://openalex.org/I4210091786; https://openalex.org/I4210114105; https://openalex.org/I4210127494; https://openalex.org/I4210159340; https://openalex.org/I4210160507; https://openalex.org/I4391767736; https://openalex.org/I4391767762; https://openalex.org/I4391767819; https://openalex.org/I4391767871; https://openalex.org/I4391767896; https://openalex.org/I4391768054; https://openalex.org/I4391768119; https://openalex.org/I4391768272; https://openalex.org/I4392738191; https://openalex.org/I4403928416; https://openalex.org/I4405255477; https://openalex.org/I4405263052,,
https://openalex.org/I57206974,16,New York University,education,United States,New York,NYU,New York University; Universidad de Nueva York; Université de New York,267058,25365356,3.1857937637469274,1343,258126,http://en.wikipedia.org/wiki/New_York_University,New York University Abu Dhabi; New York University Shanghai; New York University Press; Courant Institute of Mathematical Sciences; New York University Florence; New York University Paris,https://openalex.org/I120250893; https://openalex.org/I258800397; https://openalex.org/I2799442855; https://openalex.org/I36672615; https://openalex.org/I4210123063; https://openalex.org/I4210165353,,
https://openalex.org/I98677209,12,University of Edinburgh,education,United Kingdom,Edinburgh,,Oilthigh Dhùn Èideann; University of Edinburgh,272301,24724224,3.3731417370939822,1288,270600,http://en.wikipedia.org/wiki/University_of_Edinburgh,Roslin Institute; Edinburgh Cancer Research; British Heart Foundation Centre for Cardiovascular Science; MRC Centre for Regenerative Medicine; MRC Centre for Reproductive Health; Maxwell Institute for Mathematical Sciences; International Centre for Mathematical Sciences; Wellcome Centre for Cell Biology; Centre for Inflammation Research; Zhejiang University-University of Edinburgh Institute; Institute of Genetics and Cancer; The Queen's Medical Research Institute; Scottish Collaboration for Public Health Research and Policy; MRC Human Genetics Unit; Asthma UK Centre for Applied Research; South-East Scotland School of Anaesthesia; Scottish Longitudinal Study Development & Support Unit; Smart Data Foundry,https://openalex.org/I133960621; https://openalex.org/I2802581871; https://openalex.org/I4210087520; https://openalex.org/I4210108209; https://openalex.org/I4210116174; https://openalex.org/I4210117017; https://openalex.org/I4210130014; https://openalex.org/I4210134627; https://openalex.org/I4210151647; https://openalex.org/I4210158570; https://openalex.org/I4210158898; https://openalex.org/I4210164624; https://openalex.org/I4210166564; https://openalex.org/I4387154614; https://openalex.org/I4392738210; https://openalex.org/I4394709252; https://openalex.org/I4405258840; https://openalex.org/I4405261767,,
https://openalex.org/I76130692,10,Zhejiang University,education,China,Hangzhou,ZJU,Chekiang University; Zheda; Zhejiang University; 浙江大学,355911,27582071,4.795938577300451,900,493784,http://en.wikipedia.org/wiki/Zhejiang_University,Huzhou Central Hospital; Collaborative Innovation Center of Advanced Microstructures; Zhejiang University-University of Edinburgh Institute; Zhejiang Taizhou Hospital; The Synergetic Innovation Center for Advanced Materials; State Key Laboratory of Modern Optical Instruments; State Key Laboratory of Clean Energy Utilization; State Key Laboratory Fluid Power and Mechatronic Systems; State Key Laboratory of Silicon Materials; State Key Laboratory of Rice Biology; State Key Laboratory of Industrial Control Technology; State Key Laboratory of Computer Aided Design and Graphics; State Key Laboratory of Diagnosis and Treatment of Infectious Diseases; State Key Laboratory of Plant Physiology and Biochemistry; Zhejiang University Robotics Institute,https://openalex.org/I4210105567; https://openalex.org/I4210140493; https://openalex.org/I4210158570; https://openalex.org/I4210158774; https://openalex.org/I4210159340; https://openalex.org/I4391767668; https://openalex.org/I4391767671; https://openalex.org/I4391767679; https://openalex.org/I4391767789; https://openalex.org/I4391767812; https://openalex.org/I4391767838; https://openalex.org/I4391767862; https://openalex.org/I4391768041; https://openalex.org/I4391768222; https://openalex.org/I4405263196,,
