id,display_name,author_count
https://openalex.org/I4210161460,OpenAI (United States),60
https://openalex.org/I97018004,Stanford University,56
https://openalex.org/I63966007,Massachusetts Institute of Technology,32
https://openalex.org/I95457486,"University of California, Berkeley",31
https://openalex.org/I1291425158,Google (United States),29
https://openalex.org/I74973139,Carnegie Mellon University,21
https://openalex.org/I99065089,Tsinghua University,18
https://openalex.org/I57206974,New York University,16
https://openalex.org/I98677209,University of Edinburgh,12
https://openalex.org/I76130692,Zhejiang University,10
https://openalex.org/I136199984,Harvard University,10
https://openalex.org/I45129253,University College London,10
https://openalex.org/I20089843,Princeton University,9
https://openalex.org/I91136226,University of Sheffield,9
https://openalex.org/I86519309,The University of Texas at Austin,9
https://openalex.org/I9224756,Northeastern University,9
https://openalex.org/I78577930,Columbia University,8
https://openalex.org/I185261750,University of Toronto,8
https://openalex.org/I2252078561,Meta (Israel),8
https://openalex.org/I4210090411,DeepMind (United Kingdom),8
https://openalex.org/I98251732,McMaster University,8
https://openalex.org/I5124864,École Polytechnique Fédérale de Lausanne,7
https://openalex.org/I82880672,Beihang University,7
https://openalex.org/I157725225,University of Illinois Urbana-Champaign,7
https://openalex.org/I161318765,"University of California, Los Angeles",7
https://openalex.org/I889458895,University of Hong Kong,7
https://openalex.org/I867280407,The University of Texas Southwestern Medical Center,7
https://openalex.org/I87445476,Xi'an Jiaotong University,7
https://openalex.org/I52357470,The Ohio State University,6
https://openalex.org/I79576946,University of Pennsylvania,6
https://openalex.org/I58610484,Seattle University,6
https://openalex.org/I4210164339,Oldham Council,6
https://openalex.org/I887968799,RWTH Aachen University,6
https://openalex.org/I126520041,University of Science and Technology of China,6
https://openalex.org/I205783295,Cornell University,6
https://openalex.org/I84218800,"University of California, Davis",6
https://openalex.org/I241749,University of Cambridge,6
https://openalex.org/I47720641,Huazhong University of Science and Technology,5
https://openalex.org/I4210165038,University of Chinese Academy of Sciences,5
https://openalex.org/I881766915,Nanjing University,5
https://openalex.org/I19820366,Chinese Academy of Sciences,5
https://openalex.org/I40120149,University of Oxford,5
https://openalex.org/I4210109586,Moscow Institute of Thermal Technology,5
