Author ID,Author Name,Work ID,Title,DOI,Year,Publication Date,Type,Language,Citations,Topics,Co-Authors
https://openalex.org/A5108867005,Aidi Li,https://openalex.org/W4387175900,A Vector Field Visualization Method for Trajectory Big Data,https://doi.org/10.3390/ijgi12100398,2023,2023-09-28,article,en,7,"Data Management and Algorithms, Traffic Prediction and Management Techniques, Data Visualization and Analytics","Zhijie Xu, Jianqin Zhang, Taizeng Li, Xinyue Cheng, Chaonan Hu"
https://openalex.org/A5108867005,Aidi Li,https://openalex.org/W7127380112,Kimi K2.5: Visual Agentic Intelligence,https://doi.org/10.48550/arxiv.2602.02276,2026,2026-02-02,article,,0,"Multimodal Machine Learning Applications, Reinforcement Learning in Robotics, Topic Modeling","Kimi Team, Tongtong Bai, Yifan Bai, Bao, Yiping, S. H. Cai, Yuan Cao, Y. Charles, H. S. Che, Cheng Chen, Guanduo Chen, Huarong Chen, Jia Chen, Jiahao Chen, Jianlong Chen, Jun Chen, Kefan Chen, Liang Chen, Ruijue Chen, Xinhao Chen, Yanru Chen, Yanxu Chen, Yicun Chen, Yimin Chen, Yingjiang Chen, Yuankun Chen, Yujie Chen, Yutian Chen, Zhirong Chen, Ziwei Chen, Dazhi Cheng, Minghan Chu, Jialei Cui, Jiaqi Deng, Muxi Diao, Hao Ding, Mengfan Dong, Mengnan Dong, Yuxin Dong, Yuhao Dong, Angang Du, Chenzhuang Du, Dikang Du, Lingxiao Du, Yulun Du, Yu Fan, Shengjun Fang, Qiulin Feng, Yichen Feng, Garimugai Fu, Kelin Fu, Hongcheng Gao, Tong Gao, Yuyao Ge, Shangyi Geng, Chengyang Gong, Xiaochen Gong, Zhuoma Gongque, Qizheng Gu, Xinran Gu, Yicheng Gu, Longyu Guan, Yuanying Guo, Xiaoru Hao, Weiran He, Wenyang He, Yi He, Chao Hong, Hao Hu, Jiaxi Hu, Yangyang Hu, Zhenxing Hu, Ke Huang, Ruiyuan Huang, Weixiao Huang, Zhiqi Huang, Tao Jiang, Zhejun Jiang, Xinyi Jin, Yu Jing, Guokun Lai, C. H. Li, Cheng Li, Fang Li, Guanghe Li, Guanyu Li, Haitao Li, Haoyang Li, Jia Li, Jingwei Li, Junxiong Li, Lincan Li, Mo Li, Weihong Li, Wentao Li, Xinhang Li, Xinhao Li, Yang Li, Yanhao Li, Yiwei Li"
https://openalex.org/A5108867005,Aidi Li,https://openalex.org/W7127739647,Kimi K2.5: Visual Agentic Intelligence,,2026,2026-02-02,preprint,,0,"Multimodal Machine Learning Applications, Reinforcement Learning in Robotics, Topic Modeling","Kimi Team, Tongtong Bai, Yifan Bai, Yiping Bao, S. H. Cai, Yuan Cao, Y. Charles, H. S. Che, Cheng Chen, Guanduo Chen, Huarong Chen, Jia Chen, Jiahao Chen, Jianlong Chen, Jun Chen, Kefan Chen, Liang Chen, Ruijue Chen, Xinhao Chen, Yanru Chen, Yanxu Chen, Yicun Chen, Yimin Chen, Yingjiang Chen, Yuankun Chen, Yujie Chen, Yutian Chen, Zhirong Chen, Ziwei Chen, Dazhi Cheng, Minghan Chu, Jialei Cui, Jiaqi Deng, Muxi Diao, Hao Ding, Mengfan Dong, Mengnan Dong, Yuxin Dong, Yuhao Dong, Angang Du, Chenzhuang Du, Dikang Du, Lingxiao Du, Yulun Du, Yu Fan, Shengjun Fang, Qiulin Feng, Yichen Feng, Garimugai Fu, Kelin Fu, Hongcheng Gao, Tong Gao, Yuyao Ge, Shangyi Geng, Chengyang Gong, Xiaochen Gong, Zhuoma Gongque, Qizheng Gu, Xinran Gu, Yicheng Gu, Longyu Guan, Yuanying Guo, Xiaoru Hao, Weiran He, Wenyang He, Yi He, Chao Hong, Hao Hu, Jiaxi Hu, Yangyang Hu, Zhenxing Hu, Ke Huang, Ruiyuan Huang, Weixiao Huang, Zhiqi Huang, Tao Jiang, Zhejun Jiang, Xinyi Jin, Yu Jing, Guokun Lai, C. Li, Cheng Li, Fang Li, Guanghe Li, Guanyu Li, Haitao Li, Haoyang Li, Jia Li, Jingwei Li, Junxiong Li, Lincan Li, Mo Li, Weihong Li, Wentao Li, Xinhang Li, Xinhao Li, Yang Li, Yanhao Li, Yiwei Li"
https://openalex.org/A5088792207,Angang Du,https://openalex.org/W4229055365,Disentangling latent space better for few-shot image-to-image translation,https://doi.org/10.1007/s13042-022-01552-4,2022,2022-05-04,article,en,5,"Cancer-related molecular mechanisms research, Generative Adversarial Networks and Image Synthesis, Digital Media Forensic Detection","Peng Liu, Yueyue Wang, Liqiang Zhang, Bin Wei, Zhaorui Gu, Xiaodong Wang, Haiyong Zheng, Juan Li"
https://openalex.org/A5088792207,Angang Du,https://openalex.org/W3113950706,Learning Delicate Local Representations for Multi-person Pose Estimation,https://doi.org/10.1007/978-3-030-58580-8_27,2020,2020-01-01,conference-paper,en,213,"Human Pose and Action Recognition, Anomaly Detection Techniques and Applications, Advanced Vision and Imaging","Yuanhao Cai, Zhicheng Wang, Zhengxiong Luo, Binyi Yin, Haoqian Wang, Xiangyu Zhang, Xinyu Zhou, Erjin Zhou, Jian Sun"
https://openalex.org/A5088792207,Angang Du,https://openalex.org/W3009124537,Learning Delicate Local Representations for Multi-Person Pose Estimation,https://doi.org/10.48550/arxiv.2003.04030,2020,2020-03-09,preprint,en,37,"Human Pose and Action Recognition, Anomaly Detection Techniques and Applications, Video Surveillance and Tracking Methods","Yuanhao Cai, Zhicheng Wang, Zhengxiong Luo, Binyi Yin, Haoqian Wang, Xiangyu Zhang, Xinyu Zhou, Erjin Zhou, Jian Sun"
https://openalex.org/A5088792207,Angang Du,https://openalex.org/W4406774573,Kimi k1.5: Scaling Reinforcement Learning with LLMs,https://doi.org/10.48550/arxiv.2501.12599,2025,2025-01-22,preprint,en,11,"Robot Manipulation and Learning, Machine Learning and Data Classification, Machine Learning and Algorithms","Kimi Team, Bofei Gao, Bowei Xing, C. H. Jiang, Cheng Chen, Cheng Li, Chenjun Xiao, Chenzhuang Du, Liao, Chonghua, Tang, Chuning, Congcong Wang, Dehao Zhang, Enming Yuan, Enzhe Lu, Fengxiang Tang, Flood Sung, Wei, Guangda, Guokun Lai, Haiqing Guo, Han Zhu, Hao Ding, Hao Hu, Hao-Tsung Yang, Hao Zhang, Haotian Yao, Zhao, Haotian, Haoyu Lu, Haoze Li, Haozhen Yu, Hongcheng Gao, Huabin Zheng, Huan Yuan, Jia Chen, Jianhang Guo, Jianlin Su, Jianzhou Wang, J. Zhao, Jin Zhang, Liu, Jingyuan, Junjie Yan, Junyan Wu, Lidong Shi, Ling Ye, Longhui Yu, Dong, Mengnan, Zhang, Neo, Ningchen Ma, Qiwei Pan, Qucheng Gong, Shaowei Liu, Shengling Ma, Shupeng Wei, Cao, Sihan, Siying Huang, Tao Jiang, Weihao Gao, Xiong, Weimin, W. He, Weixiao Huang, Xu, Weixin, Wenhao Wu, Wenyang He, Wei, Xianghui, Xianqing Jia, Xingzhe Wu, Xinran Xu, Xinxing Zu, X. H. Zhou, Xuehai Pan, Y F Young Charles, Yang Li, Yangyang Hu, Yangyang Liu, Yanru Chen, Yejie Wang, Y. Liu, Qin, Yidao, Yifeng Liu, Yingguo Yang, Yiping Bao, Yulun Du, Yuxin Wu, Yuzhi Wang, Zaida Zhou, Z B Wang, Zhaowei Li, Zhen Zhu, Zheng Zhang, Wang, Zhexu, Zhilin Yang, Zhiqi Huang, Huang, Zihao, Zhao Xu, Zonghan Yang, Lin, Zongyu"
https://openalex.org/A5088792207,Angang Du,https://openalex.org/W2905050334,Deep Pyramidal Residual Networks for Plankton Image Classification,https://doi.org/10.1109/oceanskobe.2018.8559106,2018,2018-05-01,conference-paper,en,8,"Machine Learning in Bioinformatics, Identification and Quantification in Food, Machine Learning and Data Classification","Jing Liu, Chao Wang, Zhibin Yu, Haiyong Zheng, Bing Zheng, Hao Zhang"
https://openalex.org/A5088792207,Angang Du,https://openalex.org/W3154571607,Plankton Image Classification Using Deep Convolutional Neural Networks with Second-order Features,https://doi.org/10.1109/ieeeconf38699.2020.9389034,2020,2020-10-05,conference-paper,en,8,"Advanced Neural Network Applications, Genomics and Phylogenetic Studies, Identification and Quantification in Food","Zhaorui Gu, Zhibin Yu, Haiyong Zheng, Bing Zheng"
https://openalex.org/A5088792207,Angang Du,https://openalex.org/W2902841302,Teaching Squeeze-and-Excitation PyramidNet for Imbalanced Image Classification with GAN-based Curriculum Learning,https://doi.org/10.1109/icpr.2018.8546037,2018,2018-08-01,conference-paper,en,2,"Imbalanced Data Classification Techniques, Retinal Imaging and Analysis, Digital Imaging for Blood Diseases","Jing Liu, Chao Wang, Haiyong Zheng, Nan Wang, Bing Zheng"
