id,author_count,display_name,type,country,city,display_name_acronyms,display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,wikipedia,associated_institutions_children,children_ids,associated_institutions_parent,parent_ids
https://openalex.org/I4210161460,49,OpenAI (United States),company,United States,San Francisco,,OpenAI,267,84941,23.73913043478261,79,176,https://en.wikipedia.org/wiki/OpenAI,,,,
https://openalex.org/I1291425158,36,Google (United States),funder,United States,Mountain View,,Googleplex,45076,3098900,7.11820025815969,564,23583,https://en.wikipedia.org/wiki/Google,Google (Canada); Google (Ireland); Google (Israel); Google (Singapore); Google (Switzerland); Google (United Kingdom),https://openalex.org/I4210148186; https://openalex.org/I4210131802; https://openalex.org/I4210117425; https://openalex.org/I4408895790; https://openalex.org/I4210100430; https://openalex.org/I4210113297,Alphabet (United States),https://openalex.org/I4210128969
https://openalex.org/I63966007,24,Massachusetts Institute of Technology,funder,United States,Cambridge,MIT,Instituto Tecnológico de Massachusetts,318752,20877508,6.386531953504341,1394,170000,https://en.wikipedia.org/wiki/Massachusetts%20Institute%20of%20Technology,"Athinoula A. Martinos Center for Biomedical Imaging; Cambridge–MIT Institute; Institute for Collaborative Biotechnologies; Institute for Soldier Nanotechnologies; Koch Institute for Integrative Cancer Research At MIT; MIT Lincoln Laboratory; MIT Sea Grant; MIT-Harvard Center for Ultracold Atoms; Massachusetts Space Grant Consortium; McGovern Institute for Brain Research; Novartis-MIT Center for Continuous Manufacturing; Ragon Institute of MGH, MIT and Harvard; The NSF AI Institute for Artificial Intelligence and Fundamental Interactions; Whitehead Institute for Biomedical Research",https://openalex.org/I4210127055; https://openalex.org/I4210093068; https://openalex.org/I4388482662; https://openalex.org/I4210109539; https://openalex.org/I4390039253; https://openalex.org/I4210122954; https://openalex.org/I4210125891; https://openalex.org/I4210159271; https://openalex.org/I4210087444; https://openalex.org/I144112489; https://openalex.org/I4210129287; https://openalex.org/I2802422659; https://openalex.org/I4210160315; https://openalex.org/I4210157710,,
https://openalex.org/I97018004,24,Stanford University,funder,United States,Stanford,SU,Leland Stanford Junior University; Universidad Stanford,473858,28210895,5.430279961260389,1539,239098,https://en.wikipedia.org/wiki/Stanford%20University,Brown Institute for Media Innovation; Center for Effective Global Action; Chan Zuckerberg Biohub San Francisco; Children's Hospital Central California; Eterna Massive Open Laboratory; Facility for Advanced Accelerator Experimental Tests-II; Kavli Institute for Particle Astrophysics and Cosmology; Max Planck Center for Visual Computing and Communication; SLAC National Accelerator Laboratory; Stanford Medicine; Stanford Synchrotron Radiation Lightsource; Stanford SystemX Alliance,https://openalex.org/I4210111952; https://openalex.org/I4210135243; https://openalex.org/I4210100286; https://openalex.org/I4210110647; https://openalex.org/I4210164524; https://openalex.org/I4390039342; https://openalex.org/I4210094059; https://openalex.org/I4210143036; https://openalex.org/I2801935854; https://openalex.org/I4210137306; https://openalex.org/I4210120900; https://openalex.org/I4392738099,,
https://openalex.org/I95457486,17,"University of California, Berkeley",funder,United States,Berkeley,UCB,Universidad de California en Berkeley; UC Berkeley; University of California at Berkeley; Cal Berkeley; Université de Californie à Berkeley,394896,21772017,3.7648107555165864,1319,201262,https://en.wikipedia.org/wiki/University%20of%20California%2C%20Berkeley,Center for Effective Global Action; Chan Zuckerberg Biohub San Francisco; Gump South Pacific Research Station; Innovative Genomics Institute; Pacific Earthquake Engineering Research Center; Plant Gene Expression Center; QB3; Space Sciences Laboratory; Tsinghua–Berkeley Shenzhen Institute,https://openalex.org/I4210135243; https://openalex.org/I4210100286; https://openalex.org/I4210144402; https://openalex.org/I4210109258; https://openalex.org/I4392738292; https://openalex.org/I4210144282; https://openalex.org/I103922791; https://openalex.org/I4407990211; https://openalex.org/I4210114105,University of California System,https://openalex.org/I2803209242
https://openalex.org/I74973139,12,Carnegie Mellon University,funder,United States,Pittsburgh,CMU,,139355,7216414,5.038191577208918,866,70553,https://en.wikipedia.org/wiki/Web%20server%20directory%20index,Advanced Cyberinfrastructure Coordination Ecosystem: Services & Support; Carnegie Mellon University Africa; Carnegie Mellon University Australia; Carnegie Mellon University Qatar; Center for the Neural Basis of Cognition; Software Engineering Institute,https://openalex.org/I4387152812; https://openalex.org/I4210130200; https://openalex.org/I4210091826; https://openalex.org/I4210089979; https://openalex.org/I4210086114; https://openalex.org/I114772536,,
https://openalex.org/I136199984,11,Harvard University,funder,United States,Cambridge,,Universidad de Harvard,675612,43998613,5.848364093959732,1730,386140,https://en.wikipedia.org/wiki/Harvard%20University,"Arnold Arboretum; Athinoula A. Martinos Center for Biomedical Imaging; Berenson Allen Center for Noninvasive Brain Stimulation; Center for Astrophysics Harvard & Smithsonian; Center for Systems Biology; Center for Vascular Biology Research; Dana-Farber/Harvard Cancer Center; Gordon Center for Medical Imaging; Harvard Forest Long Term Ecological Research; Harvard Stem Cell Institute; Harvard University Press; MIT-Harvard Center for Ultracold Atoms; Ragon Institute of MGH, MIT and Harvard; Real Colegio Complutense; Sleep and Human Health Institute; The NSF AI Institute for Artificial Intelligence and Fundamental Interactions; Wyss Institute for Biologically Inspired Engineering",https://openalex.org/I4387154449; https://openalex.org/I4210127055; https://openalex.org/I4210133893; https://openalex.org/I4210124175; https://openalex.org/I4210155419; https://openalex.org/I4210143899; https://openalex.org/I4210134579; https://openalex.org/I4210087356; https://openalex.org/I4387154927; https://openalex.org/I4210157861; https://openalex.org/I2801851002; https://openalex.org/I4210159271; https://openalex.org/I2802422659; https://openalex.org/I4392738166; https://openalex.org/I4210135193; https://openalex.org/I4210160315; https://openalex.org/I44142251,,
https://openalex.org/I205783295,10,Cornell University,funder,United States,Ithaca,CU,Universidad Cornell,411516,18641214,4.448298810415107,1181,204101,https://en.wikipedia.org/wiki/Cornell%20University,Cornell Atkinson Center for Sustainability; Cornell Lab of Ornithology; Cornell University Agricultural Experiment Station; New York Sea Grant; New York Space Grant Consortium; New York State College of Agriculture & Life Sciences; New York State College of Veterinary Medicine; New York State School of Industrial and Labor Relations; New York State University College of Human Ecology; PARADIM; Weill Cornell Medicine; arXiv,https://openalex.org/I4387155861; https://openalex.org/I4387153357; https://openalex.org/I4392738320; https://openalex.org/I4210134430; https://openalex.org/I4210141610; https://openalex.org/I4210092791; https://openalex.org/I4210151139; https://openalex.org/I4210098983; https://openalex.org/I4210144145; https://openalex.org/I4387152773; https://openalex.org/I4387153466; https://openalex.org/I4402554005,,
https://openalex.org/I57206974,10,New York University,funder,United States,New York,NYU,Université de New York; Universidad de Nueva York,252684,11120976,4.129974877694036,997,115948,https://en.wikipedia.org/wiki/New%20York%20University,Courant Institute of Mathematical Sciences; New York University Abu Dhabi; New York University Florence; New York University Paris; New York University Press; New York University Shanghai,https://openalex.org/I36672615; https://openalex.org/I120250893; https://openalex.org/I4210123063; https://openalex.org/I4210165353; https://openalex.org/I2799442855; https://openalex.org/I258800397,,
https://openalex.org/I134446601,9,Berkeley College,education,United States,New York,,,13663,487523,5.481021394064872,276,4342,https://en.wikipedia.org/wiki/Berkeley%20College,,,,
